cultivar;entrada;bloue;tratamiento;parcela;cod_parcela;num_planta;DDS;tallo_flora_curvatura;tallo_floral_bulbillo;follaje_porte;num_hojas;forma_longitudinal;posicion_dientes_extrbulb;forma_base;distribución_dientes;dientes_exteriores;peso_bulbo_gr;longitud_bulbo_mm;ancho_bulbo_mm;num_dientes
AJO BLANCO INIA;BLANC24-01;4;T2;402;B4-402;5;172;9;9;1;11;2;3;3;2;9;67.50;53.05;64.91;8
AJO BLANCO INIA;BLANC24-01;4;T2;402;B4-402;6;172;9;9;1;11;2;3;3;1;9;64.00;47.11;60.65;9
AJO BLANCO INIA;BLANC24-01;4;T2;402;B4-402;7;172;9;9;1;11;2;3;3;1;9;69.50;40.74;52.58;11
AJO BLANCO INIA;BLANC24-01;4;T2;402;B4-402;8;172;9;9;1;11;2;3;3;2;1;99.50;55.99;65.98;12
AJO BLANCO INIA;BLANC24-01;4;T2;402;B4-402;9;172;9;9;1;13;2;3;3;2;1;62.00;56.63;59.11;8
AJO BLANCO INIA;BLANC24-01;4;T2;402;B4-402;10;172;9;9;1;13;2;3;3;2;1;66.00;40.16;47.85;12
AJO CHINO;CHIN24-01;4;T3;403;B4-403;1;172;9;9;2;11;2;2;2;1;1;68.50;50.64;60.69;7
AJO CHINO;CHIN24-01;4;T3;403;B4-403;2;172;9;9;2;8;2;2;2;1;1;53.50;43.98;53.35;5
AJO CHINO;CHIN24-01;4;T3;403;B4-403;3;172;9;9;2;12;2;2;2;1;1;64.00;54.21;57.21;4
AJO CHINO;CHIN24-01;4;T3;403;B4-403;4;172;9;9;2;11;2;2;2;1;1;54.00;44.42;50.87;5
AJO CHINO;CHIN24-01;4;T3;403;B4-403;5;172;9;9;2;11;2;2;2;1;1;58.50;53.79;59.22;5
AJO CHINO;CHIN24-01;4;T3;403;B4-403;6;172;9;9;2;10;2;2;2;1;9;38.50;42.48;48.95;5
AJO CHINO;CHIN24-01;4;T3;403;B4-403;7;172;9;9;2;11;2;2;2;1;9;57.50;50.38;53.70;5
AJO CHINO;CHIN24-01;4;T3;403;B4-403;8;172;9;9;2;10;2;2;2;1;1;52.50;48.32;50.31;4
AJO CHINO;CHIN24-01;4;T3;403;B4-403;9;172;9;9;2;11;2;2;2;1;1;42.00;41.83;48.13;4
AJO CHINO;CHIN24-01;4;T3;403;B4-403;10;172;9;9;2;10;2;2;2;1;1;52.00;48.22;55.82;6
AJO KYAN ;KYAN24-01;4;T4;404;B4-404;1;172;9;9;3;12;3;3;3;1;1;52.50;43.42;54.51;5
AJO KYAN ;KYAN24-01;4;T4;404;B4-404;2;172;9;9;3;10;3;3;3;1;1;35.50;45.05;49.62;3
AJO KYAN ;KYAN24-01;4;T4;404;B4-404;3;172;9;9;3;13;3;3;3;1;1;34.00;41.36;46.45;4
AJO KYAN ;KYAN24-01;4;T4;404;B4-404;4;172;9;9;3;12;3;3;3;1;1;55.50;45.04;58.25;9
AJO KYAN ;KYAN24-01;4;T4;404;B4-404;5;172;9;9;3;14;3;3;3;1;1;34.50;40.41;48.09;3
AJO KYAN ;KYAN24-01;4;T4;404;B4-404;6;172;9;9;3;11;3;3;3;1;1;42.00;30.94;44.82;6
AJO KYAN ;KYAN24-01;4;T4;404;B4-404;7;172;9;9;3;11;3;3;3;1;1;49.80;37.56;43.82;4
AJO KYAN ;KYAN24-01;4;T4;404;B4-404;8;172;9;9;3;11;3;3;3;1;1;39.50;35.20;48.58;3
AJO KYAN ;KYAN24-01;4;T4;404;B4-404;9;172;9;9;3;13;3;3;3;1;1;48.00;41.94;61.20;9
AJO KYAN ;KYAN24-01;4;T4;404;B4-404;10;172;9;9;3;13;3;3;3;1;1;67.00;50.04;48.16;4
AJO SANTEÑO ;SANT24-01;4;T5;405;B4-405;1;140;9;9;2;8;2;2;2;1;1;49.50;35.54;50.81;11
AJO SANTEÑO ;SANT24-01;4;T5;405;B4-405;2;140;9;9;2;7;2;2;2;1;1;52.50;35.76;55.41;11
AJO SANTEÑO ;SANT24-01;4;T5;405;B4-405;3;140;9;9;2;7;2;2;2;1;1;62.50;35.56;53.27;11
AJO SANTEÑO ;SANT24-01;4;T5;405;B4-405;4;140;9;9;2;8;2;2;2;1;1;76.50;33.47;63.17;11
AJO SANTEÑO ;SANT24-01;4;T5;405;B4-405;5;140;9;9;2;9;2;2;2;1;1;77.00;40.63;57.65;11
AJO SANTEÑO ;SANT24-01;4;T5;405;B4-405;6;140;9;9;2;8;2;2;2;1;1;84.50;38.42;63.66;11
AJO SANTEÑO ;SANT24-01;4;T5;405;B4-405;7;140;9;9;2;7;2;2;2;1;1;48.00;35.69;48.61;11
AJO SANTEÑO ;SANT24-01;4;T5;405;B4-405;8;140;9;9;2;7;2;2;2;1;1;98.00;42.61;65.63;11
AJO SANTEÑO ;SANT24-01;4;T5;405;B4-405;9;140;9;9;2;7;2;2;2;1;1;44.50;31.45;49.29;11
AJO SANTEÑO ;SANT24-01;4;T5;405;B4-405;10;140;9;9;2;7;2;2;2;1;1;59.50;40.87;51.15;13
AJO CAÑETANO;CANT24-01;4;T6;406;B4-406;1;172;1;9;1;12;2;2;2;1;1;34.00;43.58;49.55;2
AJO CAÑETANO;CANT24-01;4;T6;406;B4-406;2;172;1;9;1;12;2;2;2;1;1;43.50;43.12;53.27;3
AJO CAÑETANO;CANT24-01;4;T6;406;B4-406;3;172;1;9;1;10;2;2;2;1;1;41.00;41.93;48.15;3
AJO CAÑETANO;CANT24-01;4;T6;406;B4-406;4;172;1;9;1;12;2;2;2;1;1;38.50;37.42;50.37;5
AJO CAÑETANO;CANT24-01;4;T6;406;B4-406;5;172;1;9;1;9;2;2;2;1;1;49.00;40.41;55.57;5
AJO CAÑETANO;CANT24-01;4;T6;406;B4-406;6;172;1;9;1;12;2;2;2;1;1;35.50;39.64;54.68;3
AJO CAÑETANO;CANT24-01;4;T6;406;B4-406;7;172;1;9;1;11;2;2;2;1;1;47.00;43.74;52.94;4
AJO CAÑETANO;CANT24-01;4;T6;406;B4-406;8;172;1;9;1;9;2;2;2;1;1;30.50;39.94;48.16;3
AJO CAÑETANO;CANT24-01;4;T6;406;B4-406;9;172;1;9;1;11;2;2;2;1;1;51.50;41.32;59.03;7
AJO CAÑETANO;CANT24-01;4;T6;406;B4-406;10;172;1;9;1;11;2;2;2;1;1;43.00;40.62;50.87;3
;;;;;;;;;;;;;;;;;;;;
